id,attr_time,attr_x,attr_y,attr_z
1,1437147221407,-0.064446285,-0.04886922,-0.05222898
2,1437147221427,-0.06658431,-0.07544186,-0.05497787
3,1437147221449,-0.06719518,-0.08002335,-0.05131268
4,1437147221468,-0.07391469,-0.061391957,-0.0421497
5,1437147221486,-0.06291912,-0.04642576,-0.042455133
6,1437147221506,-0.058948494,-0.044898596,-0.041233405
7,1437147221525,-0.049785517,-0.040927973,-0.03573562
8,1437147221544,-0.04642576,-0.054061573,-0.0290161
9,1437147221582,-0.047647487,-0.05375614,-0.030848695
10,1437147221587,-0.04642576,-0.04550946,-0.027488936
11,1437147221605,-0.028405234,-0.048563786,-0.030543262
12,1437147221625,-0.011911872,-0.047036625,-0.028405234
13,1437147221645,-0.005192355,-0.032986723,-0.026572637
14,1437147221669,0.0012217305,-0.03940081,-0.032986723
15,1437147221686,-0.0061086523,-0.051618114,-0.03268129
16,1437147221705,-0.019242255,-0.04520403,-0.028099801
17,1437147221726,-0.026267206,-0.03756821,-0.027183503
18,1437147221745,-0.016187929,-0.034208454,-0.017715093
19,1437147221768,0.00061086525,-0.03023783,-0.021991149
20,1437147221788,0.005192355,-0.024740042,-0.023518313
21,1437147221806,-0.0018325958,-0.0125227375,-0.02107485
22,1437147221826,-0.0143553335,-0.02107485,-0.0143553335
23,1437147221848,-0.0018325958,-0.02565634,-0.014049901
24,1437147221868,0.015577064,-0.014660766,-0.01740966
25,1437147221888,0.029321533,0.008246681,-0.022907447
26,1437147221910,0.026572637,0.01740966,-0.01863139
27,1437147221930,0.01038471,0.009162978,-0.012217305
28,1437147221949,-0.00580322,0.0061086523,-0.011911872
29,1437147221966,-0.00061086525,-0.0036651916,-0.008246681
30,1437147221990,0.016493361,0.0033597588,-0.012217305
31,1437147222023,0.02107485,0.016798794,-0.015577064
32,1437147222028,0.009773844,0.016187929,-0.009468411
33,1437147222046,-0.0033597588,0.01038471,-0.013133603
34,1437147222067,-0.011911872,0.010079277,-0.008246681
35,1437147222086,0.008857546,0.009162978,-0.013744468
36,1437147222108,0.022296581,0.010995574,-0.0143553335
37,1437147222176,0.017715093,0.011911872,-0.010995574
38,1437147222177,0.01038471,0.004276057,-0.014660766
39,1437147222178,0.0015271631,0.004276057,-0.018325957
40,1437147222187,0.011911872,0.0070249503,-0.018020526
41,1437147222206,0.027488936,0.015271631,-0.021380283
42,1437147222229,0.03023783,0.02321288,-0.018020526
43,1437147222246,0.026572637,0.022907447,-0.01985312
44,1437147222266,0.018325957,0.014660766,-0.01985312
45,1437147222286,0.006414085,0.0106901415,-0.023823744
46,1437147222306,0.020463986,0.0015271631,-0.019547688
47,1437147222326,0.022602014,0.014660766,-0.016493361
48,1437147222349,0.025350908,0.02687807,-0.012217305
49,1437147222368,0.029626964,0.030848695,-0.015577064
50,1437147222387,0.027183503,0.025350908,-0.022602014
51,1437147222407,0.004276057,0.008552114,-0.02565634
52,1437147222427,-0.0015271631,-0.006414085,-0.017104227
53,1437147222447,0.01160644,-0.008857546,-0.016798794
54,1437147222476,0.032375857,-0.005192355,-0.02076942
55,1437147222534,0.036957346,-0.0018325958,-0.024740042
56,1437147222536,0.02076942,-0.008552114,-0.018325957
57,1437147222537,0.00580322,-0.005497787,-0.011301007
58,1437147222550,0.0036651916,0.015577064,-0.015882496
59,1437147222576,0.0106901415,0.022907447,-0.010995574
60,1437147222622,0.021991149,-0.008857546,-0.016187929
61,1437147222623,0.021991149,-0.014660766,-0.016493361
62,1437147222631,0.018020526,-0.015577064,-0.010079277
63,1437147222648,0.017715093,-0.01160644,-0.0106901415
64,1437147222666,0.01740966,-0.010995574,-0.015271631
65,1437147222690,0.02565634,-0.026572637,-0.01740966
66,1437147222708,0.026267206,-0.027183503,-0.024740042
67,1437147222728,0.014966198,-0.03970624,-0.023518313
68,1437147222747,0.005192355,-0.055588737,-0.02443461
69,1437147222768,0.0070249503,-0.061391957,-0.019242255
70,1437147222786,0.033292156,-0.057421334,-0.015577064
71,1437147222807,0.02321288,-0.062002823,-0.022907447
72,1437147222827,-0.03176499,-0.067500606,-0.032986723
73,1437147222847,-0.0711658,-0.102319926,-0.03268129
74,1437147222868,-0.10170906,-0.11575896,-0.02076942
75,1437147222893,-0.129198,-0.13683382,-0.020158553
76,1437147222912,-0.13713925,-0.1518,-0.02565634
77,1437147222929,-0.11789699,-0.1695151,-0.0290161
78,1437147222951,-0.08307768,-0.19486602,-0.053450707
79,1437147223015,-0.04886922,-0.23487769,-0.069027774
80,1437147223016,-0.010995574,-0.23518312,-0.06505715
81,1437147223017,0.065973446,-0.21655174,-0.048258353
82,1437147223035,0.106901415,-0.19150625,-0.053450707
83,1437147223048,0.0018325958,-0.22143865,-0.086132
84,1437147223067,-0.12492194,-0.31306845,-0.12950343
85,1437147223087,-0.29749137,-0.33414328,-0.1872302
86,1437147223109,-0.40591997,-0.31337386,-0.17898351
87,1437147223130,-0.4016439,-0.2687807,-0.096516706
88,1437147223149,-0.36102137,-0.32620203,-0.06811147
89,1437147223168,-0.16401732,-0.4297437,-0.0580322
90,1437147223190,0.15943582,-0.49449542,-0.10262536
91,1437147223208,0.27366763,-0.41630468,-0.24953845
92,1437147223227,0.19120082,-0.16310102,-0.37018433
93,1437147223247,-0.110872045,0.09468412,-0.39920044
94,1437147223269,-0.24862215,0.6047566,-0.22999077
95,1437147223293,-0.30176744,0.75808376,-0.081855945
96,1437147223313,-0.3866777,0.027488936,-0.17898351
97,1437147223330,-0.053450707,-0.31429017,-0.28038713
98,1437147223347,-0.1151481,0.57940567,0.1572978
99,1437147223367,-0.4596761,-0.16798794,0.3042109
100,1437147223388,-0.32467487,-0.4196644,0.43860126
101,1437147223408,0.03848451,-0.28955013,0.25320363
102,1437147223432,0.14966199,0.33628133,0.079107046
103,1437147223494,0.08582657,0.9618073,-0.065973446
104,1437147223495,0.14935656,0.91446525,-0.12980886
105,1437147223496,0.19456059,-0.18753563,-0.062002823
106,1437147223522,0.22266038,-0.74067414,0.052839845
107,1437147223528,0.16584991,-0.38881573,-0.0018325958
108,1437147223547,0.23182335,0.19120082,-0.099571034
109,1437147223574,0.3277292,0.34116822,-0.11942416
110,1437147223588,0.28038713,0.10751228,-0.054367006
111,1437147223609,0.28160888,-0.02321288,0.014660766
112,1437147223628,0.7119634,-0.122783914,-0.03848451
113,1437147223681,0.8894198,-0.2434298,-0.29718593
114,1437147223682,0.31215215,-0.36835176,-0.38545597
115,1437147223691,-0.548557,-0.7959574,-0.37018433
116,1437147223711,-0.23976462,-1.4080443,-0.050701816
117,1437147223729,0.13469578,-0.28405234,0.28160888
118,1437147223747,0.28313604,-0.19333886,-0.13347405
119,1437147223770,-0.070249505,-0.8323039,-0.56596667
120,1437147223789,-0.72356987,-0.22388211,0.19853121
121,1437147223808,-0.33658674,1.0317514,0.47525316
122,1437147223830,0.4914411,1.1404854,0.018325957
123,1437147223850,-0.047036625,-0.073303826,-0.30024028
124,1437147223872,-0.7174612,0.2049453,-0.30024028
125,1437147223889,-0.5729916,0.3145956,0.37812558
126,1437147223912,-0.25686884,-0.027183503,0.28405234
127,1437147223976,0.058948494,0.101098195,0.13652839
128,1437147223977,0.3323107,0.37415496,-0.005497787
129,1437147223978,0.30879238,0.6737844,-0.087964594
130,1437147223998,-0.01282817,0.700357,-0.09682214
131,1437147224009,-0.21013765,0.40225476,-0.032375857
132,1437147224028,0.0012217305,0.0290161,0.0018325958
133,1437147224054,0.13439035,0.12644911,0.04153884
134,1437147224069,0.116675265,0.42088616,-0.0015271631
135,1437147224090,-0.012217305,0.45020768,-0.09743301
136,1437147224109,-0.0018325958,0.17745635,-0.10262536
137,1437147224128,0.2049453,0.013133603,-0.10995574
138,1437147224149,0.17195857,-0.15577064,-0.16982053
139,1437147224169,-0.1994475,-0.32589662,-0.2742785
140,1437147224189,-0.25411993,-0.58123827,-0.33261612
141,1437147224209,-0.09468412,-0.63529986,-0.22968534
142,1437147224230,0.39095375,-0.06078109,-0.09773844
143,1437147224252,0.32070425,-0.50701815,-0.16065755
144,1437147224272,-0.38515055,-0.64476824,-0.08399397
145,1437147224292,-0.74006325,-0.6429357,0.0027488936
146,1437147224310,-0.19517145,-0.26297748,0.086132
147,1437147224329,0.20250183,0.6218608,0.07360926
148,1437147224348,0.18112154,0.22143865,0.038789943
149,1437147224368,-0.01985312,-0.017104227,0.0852157
150,1437147224389,0.07513642,0.08735373,0.23640485
151,1437147224463,0.23518312,-0.022602014,0.29168814
152,1437147224464,0.20952678,0.074830994,0.24678956
153,1437147224465,0.0888809,0.5491679,0.16035213
154,1437147224469,0.051923547,0.8396343,0.09712757
155,1437147224504,0.19486602,0.67256266,-0.021685716
156,1437147224509,0.3662137,0.122478485,-0.06505715
157,1437147224529,0.18784106,-0.40286562,0.023823744
158,1437147224555,0.094989546,0.01863139,0.058643065
159,1437147224569,0.03023783,0.5305365,-0.015882496
160,1437147224590,-0.009773844,0.49449542,-0.06078109
161,1437147224610,0.106595986,0.099571034,-0.09193522
162,1437147224631,0.14080444,-0.32620203,-0.16035213
163,1437147224651,0.03176499,-0.453262,-0.28008172
164,1437147224670,-0.16768251,-0.514654,-0.31245756
165,1437147224692,-0.08277224,-0.8518516,-0.2434298
166,1437147224711,0.16737708,-0.6618725,-0.03268129
167,1437147224734,0.6252206,-0.50793445,0.05467244
168,1437147224759,0.20158553,-0.46853364,-0.2321288
169,1437147224775,-0.29352075,-0.08399397,-0.03604105
170,1437147224793,-0.4147775,0.18234327,0.1282817
171,1437147224809,-0.18112154,0.17379116,0.22571471
172,1437147224830,0.17379116,-0.13347405,0.19333886
173,1437147224850,0.34666604,0.076358154,0.06078109
174,1437147224870,0.2660318,-0.13469578,-0.0018325958
175,1437147224889,-0.06383542,-0.344528,0.11209377
176,1437147224950,-0.2489276,-0.0983493,0.20616703
177,1437147224951,-0.19883664,0.5699373,0.17928895
178,1437147224952,0.027488936,0.84665924,-0.01282817
179,1437147224978,0.35124752,0.52442783,-0.17256944
180,1437147224990,0.32528573,-0.2669481,-0.1328632
181,1437147225021,0.093767814,-0.5323691,-0.0693332
182,1437147225029,-0.093462385,-0.12461651,0.027794369
183,1437147225051,-0.16615535,0.48075095,-0.011301007
184,1437147225076,-0.086132,0.54428095,-0.09437868
185,1437147225091,0.010995574,0.16157386,-0.08124508
186,1437147225109,0.1133155,-0.12644911,-0.05589417
187,1437147225130,0.3408628,-0.3371976,-0.099571034
188,1437147225150,0.6087272,-0.34483343,-0.28099802
189,1437147225169,0.33567044,-0.3191771,-0.40317106
190,1437147225189,-0.46731192,-0.39920044,-0.40225476
